NUMERO_SITE,NO_VGE,GEO1,GEO2,STATUT,BENNE,MODELE_BENNE,COMMUNE,ADDRESSE,HORAIRES,RIVE,TYPE_CENTRE,PHOTO,PAPIER,VERRE,PET,PET_CONTENEURS,ALU,FER,FER_ALU,CAPSULE_CAFE,PILE,TEXTILE,HUILE_MINERALE,HUILE_VEGETALE,DECHET_ENCOMBRANT,FERRAILLE,GRAVAT,MATIERE_INERTE,MAT_INCINERABLE,BRANCHE,FRIGO,SPECIAUX_MENAGER,ORDURE_MENAGERE,DECHETS_CUISINE,DECHETS_JARDINS,DECHETS_ORGANIQUES,AUTRE_DECHET,SHAPE.AREA,SHAPE.LEN
22-068,68.0,46.204192,6.155359,Existante,En surface,Non renseigné,Genève,"Quai gustave-ador 2, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_68.pdf,,Oui,, ,Oui, , ,,,, , , , , , , , , , , , , ,, ,4.1914368,8.502301923897528
23-120,120.0,46.208324,6.12054,Existante,En surface,,Genève,"Promenade de l'europe 61, Geneva	",,Droite,,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_120.pdf,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,78.03592704,31.365464280981698
24-114,114.0,46.196671,6.139281,Existante,Enterrée,Enterrée,Genève,"Rue du-bois-melly, Geneva	",,Gauche,,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_114.pdf,,Oui,Oui,,Oui,,,,Oui,,,,,,,,,,,,,,,,,15.48894208,18.4318351831793
24-006,6.0,46.195466,6.15585,Existante,En surface,Non renseigné,Genève,"Rue de contamines 21, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_6.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,4.8730112,10.0754988228574
24-089,89.0,46.201704,6.138068,Existante,En surface,Non renseigné,Genève,"Rue des rois 12, Geneva",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_89.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,5.8744832,11.3836268598114
21-107,107.0,46.20929,6.1477,Existante,Enterrée,Non renseigné,Genève,"Place des alpes, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_107.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,9.53171968,13.8718414251511
24-029,29.0,46.188905,6.145421,Existante,Enterrée,Non renseigné,Genève,"Rue des peupliers 12, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_29.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,9.05306112,14.1245075466936
22-086,86.0,46.205666,6.172346,Existante,Enterrée,Non renseigné,Genève,"Route de frontenex 106, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_86.pdf,,Oui,Oui, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,10.26023424,14.089897664000098
21-061,61.0,46.212134,6.15004,Existante,Enterrée,Non renseigné,Genève,"Place de la navigation 10, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_61.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,16.8771584,21.458562150787
23-105,105.0,46.207358,6.127475,Existante,Enterrée,Non renseigné,Genève,"Rue des charmilles 23, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_105.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,12.93201408,17.1614200218007
24-055,55.0,46.196467,6.134757,Existante,En surface,Non renseigné,Genève,"Quai ernest-ansermet, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_55.pdf,,Oui,, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,78.03559936,31.3654661723877
24-018,18.0,46.203558,6.138905,Existante,En surface,Non renseigné,Genève,"Rue de la coulouvreniere 44, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_18.pdf,,Oui,, ,, , ,,,, , , , , , , , , , , , , ,, ,8.86054016,13.7631054027703
23-030,30.0,46.218788,6.136908,Existante,Enterrée,Non renseigné,Genève,"Rue de vermont 33, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_30.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,9.57104128,13.5053596344919
24-056,56.0,46.198494,6.133558,Existante,Enterrée,Non renseigné,Genève,"Rue du village-suisse 34, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_56.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,7.51859712,11.319302886046898
22-078,78.0,46.201929,6.1593,Existante,Enterrée,Non renseigné,Genève,"Rue de la mairie 35, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_78.pdf,,Oui,, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,6.44366336,10.519849862532398
23-040,40.0,46.205964,6.132213,Existante,Enterrée,Non renseigné,Genève,"Rue des charmilles 2, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_40.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,10.54441472,14.025114588059699
24-092,92.0,46.193249,6.145279,Existante,Enterrée,Non renseigné,Genève,"Rue prevost-martin 39, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_92.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,12.96596992,17.189578654546303
24-045,45.0,46.193085,6.138343,Existante,Enterrée,Non renseigné,Genève,"Quai des vernets 1, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_45.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,9.92411648,13.895005001796799
23-002,2.0,46.206306,6.11602,Existante,Enterrée,Non renseigné,Genève,"Avenue d'aire 100, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_2.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,14.451711999999999,15.2996650682295
24-050,50.0,46.195764,6.140205,Existante,En surface,Non renseigné,Genève,"Boulevard carl-vogt 93, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_50.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,6.55540224,11.3170986641365
24-004,4.0,46.186419,6.158576,Existante,Enterrée,Non renseigné,Genève,"Avenue louis-aubert 4, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_4.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,13.11277056,18.0091829889018
23-087,87.0,46.213086,6.124136,Existante,Enterrée,Non renseigné,Genève,"Avenue ernest-pictet 32, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_87.pdf,,Oui,, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,6.13893376,10.2006979607613
23-011,11.0,46.211465,6.120923,Existante,En surface,Non renseigné,Genève,"Avenue soret 39, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_11.pdf,,Oui,, ,, , ,,,Oui, , , , , , , , , , , , , ,, ,3.67730688,8.20436868086223
21-069,69.0,46.206833,6.135287,Existante,En surface,Non renseigné,Genève,"Rue de l'encyclopedie 1, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_69.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,3.19070208,7.43027669009864
24-059,59.0,46.191992,6.154341,Existante,En surface,Non renseigné,Genève,"Avenue dumas 3, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_59.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,6.07391744,11.513184554061098
21-010,10.0,46.200062,6.150222,Existante,En surface,Non renseigné,Genève,"Promenade de saint-antoine 8, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_10.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,3.1764479999999997,7.546274939812549
22-007,7.0,46.197991,6.160273,Existante,Enterrée,Non renseigné,Genève,"Chemin de-roches 24, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_7.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,16.8771584,19.3632940029366
23-027,27.0,46.220146,6.127513,Existante,Enterrée,Non renseigné,Genève,"Rue de moillebeau 3a, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_27.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,16.04354048,16.143820094462598
22-035,35.0,46.202083,6.169739,Existante,En surface,Non renseigné,Genève,"Avenue de la gare-des-eaux-vives 26, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_35.pdf,,Oui,, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,6.77740544,11.371320118761698
23-013,13.0,46.209926,6.133232,Existante,Enterrée,Non renseigné,Genève,"Rue de la poterie 14, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_13.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,13.666304,14.8744284284251
22-037,37.0,46.201384,6.165169,Existante,Enterrée,Non renseigné,Genève,"Rue viollier 14, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_37.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,5.32914176,9.98264491945645
24-084,84.0,46.190273,6.139948,Existante,En surface,Non renseigné,Genève,"Quai du cheval-blanc 11, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_84.pdf,,Oui,, ,, , ,,,, , , , , , , , , , , , , ,, ,5.41548544,9.57314514732754
22-066,66.0,46.205284,6.15764,Existante,En surface,Non renseigné,Genève,"Quai gustave-ador 20, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_66.pdf,,Oui,, ,, , ,,,, , , , , , , , , , , , , ,, ,3.5282432,8.145119619446199
23-057,57.0,46.214674,6.133105,Existante,Enterrée,Non renseigné,Genève,"Rue de la canonniere 13, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_57.pdf,,Oui,, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,6.83995136,10.719003782918799
23-064,64.0,46.215917,6.146593,Existante,Enterrée,Non renseigné,Genève,"Rue rothschild 52, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_64.pdf,,Oui,Oui, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,16.6084608,20.4000092341956
23-096,96.0,46.205238,6.126995,Existante,Enterrée,Non renseigné,Genève,"Rue de-mileant 5, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_96.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,11.99448064,13.9815563827517
24-025,25.0,46.199892,6.135061,Existante,Enterrée,Non renseigné,Genève,"Rue du village-suisse 20, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_25.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,11.5990528,14.709718306024598
24-100,100.0,46.200779,6.130668,Existante,Enterrée,Non renseigné,Genève,"Boulevard carl-vogt 6, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_100.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,12.82588672,17.1032276475422
24-021,21.0,46.194844,6.129915,Existante,En surface,Non renseigné,Genève,"Rue francois-dussaud 15, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_21.pdf,,Oui,, ,, , ,,Oui,, , , , , , , , , , , , , ,, ,3.38673664,7.8120057690744
24-026,26.0,46.190572,6.137052,Existante,Enterrée,Non renseigné,Genève,"Rue des ronzades 9, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_26.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,9.51640064,13.737585986605001
21-085,85.0,46.211122,6.152007,Existante,En surface,Non renseigné,Genève,"Quai du mont-blanc 27, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_85.pdf,,Oui,, ,Oui, , ,,,, , , , , , , , , , , , , ,, ,3.80510208,8.305312006180369
31-015,,46.198392,6.142296,Existante,Enterrée,Sulo,Lancy,"Maison de la securite, Geneva	",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,,,39.3445376,27.851693793742296
31-013,,46.176129,6.123957,Existante,Enterrée,Viliger,Lancy,"Rue du bachet, Geneva	",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,47.60276992,35.558446246405396
01-005,,46.192732,6.041167,Existante,Enterrée,Villiger,Aire-la-ville,"Chemin des cressonnex, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,6.47512064,10.1786652298591
41-015,,46.214678,6.036478,Existante,Enterrée,Non renseigné,Satigny,"Route de la gare-de-satigny, Geneva	",,Droite,Communal,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,14.86946304,17.9630399474242
01-012,,46.189031,6.043385,Existante,Enterrée,Villiger,Aire-la-ville,"Chemin des ecrevisses, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,15.05820672,17.3708739741315
01-010,,46.188571,6.044873,Existante,Enterrée,Villiger,Aire-la-ville,"Chemin du pre-de-gicoud, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3795072,14.0848971487482
23-115,115.0,46.212074,6.121426,Existante,Enterrée,Enterrée,Genève,"Rue edouard-rod 4c, Geneva		",,Droite,,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_115.pdf,Oui,Oui,Oui,,Oui,,,Oui,Oui,,,,,,,,,,,,,,,,,50.5413632,30.109614866821396
48-030,,46.180312,6.164225,Existante,,,Veyrier,"Chemin des beaux-champs 1a, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38898944,17.978208831330697
23-119,119.0,46.207783,6.121491,Existante,En surface,,Genève,"Promenade de l'europe 47, Geneva		",,Droite,,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_119.pdf,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,78.03691008,31.365573443717
23-118,118.0,46.208576,6.124355,Existante,En surface,,Genève,"Rue de lyon 87, Geneva		",,Droite,,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_118.pdf,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,23.61491456,22.1770201476851
37-008,,46.247653,6.136882,Existante,,,Pregny-chambésy,"Chemin de valerie 82, Geneva		",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3480704,7.320083945581749
31-048,,46.174421,6.124423,Existante,,,Lancy,"Chemin des pontets 15, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.31739136,25.1427922095082
31-049,,46.174795,6.125657,Existante,,,Lancy,"Chemin des pontets 3, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44420352,25.1687731255097
29-010,,46.234974,6.264367,Existante,,,Jussy,"Route de jussy 301, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4503552,16.4001046000041
18.015,,46.176137,6.08773,Existante,,,Confignon,"Route de soral 11, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4692224,10.5342327105597
31-050,,46.188998,6.116008,Existante,,,Lancy,"Chemin du gue 93, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.49015296,19.2647339146054
12-009,,46.193745,6.172603,Existante,,,Chêne-bougeries,"Route de malagnou 105, Geneva		",,Gauche,?,,,,,,,,,,,,,,,,,,,,,,,,,,,20.81554432,25.766667836371
04-007,,46.153275,5.996467,Existante,,,Avusy,"Chemin des quoattes 5, Geneva		",,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85793024,11.932958152866199
12-010,,46.195459,6.171702,Existante,,,Chêne-bougeries,"Chemin de la chevillarde 49, Geneva		",,Gauche,?,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37875712,20.6566336236858
48-031,,46.167869,6.186697,Existante,,,Veyrier,"Route du pas-de-l'echelle 107b, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55415552,14.7894510689155
31-051,,46.173723,6.126343,Existante,,,Lancy,"Avenue eugene-lance 80, Geneva		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.70502144,32.2963192922337
07-008,,46.173872,6.06167,Existante,,,Bernex,"Chemin de bonne 13, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27905792,16.6344720612014
31-055,,46.169975,6.133361,Existante,,,Lancy,"Chemin de compostelle 15, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57272576,11.6920318733445
31-052,,46.17077,6.134223,Existante,,,Lancy,"Chemin de compostelle 7, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58808576,11.6947135154672
47-014,,46.287332,6.158157,Existante,,,Versoix,"Chemin du lac 5, Geneva		",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47774208,10.7996541445304
47-013,,46.285314,6.157932,Existante,,,Versoix,"Avenue louis-yung 15, Geneva		",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49560064,10.8344845917006
31-054,,46.170301,6.132795,Existante,,,Lancy,"Chemin de compostelle 13, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57460992,11.6888531231187
34-013,,46.183517,6.096199,Existante,,,Onex,"Route de loex 11, Geneva		",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.92561408,24.0774651862001
31-053,,46.170642,6.133227,Existante,,,Lancy,"Chemin de compostelle 9, Geneva	",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53831936,11.650541278871499
08-015,,46.187585,6.13595,Existante,Enterrée,Villiger terriers,Carouge,"Rue jacques-grosselin 4, Geneva		",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-015.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,,Carton,33.87490304,41.679160492344096
