NUMERO_SITE,NO_VGE,GEO1,GEO2,STATUT,BENNE,MODELE_BENNE,COMMUNE,ADDRESSE,HORAIRES,RIVE,TYPE_CENTRE,PHOTO,PAPIER,VERRE,PET,PET_CONTENEURS,ALU,FER,FER_ALU,CAPSULE_CAFE,PILE,TEXTILE,HUILE_MINERALE,HUILE_VEGETALE,DECHET_ENCOMBRANT,FERRAILLE,GRAVAT,MATIERE_INERTE,MAT_INCINERABLE,BRANCHE,FRIGO,SPECIAUX_MENAGER,ORDURE_MENAGERE,DECHETS_CUISINE,DECHETS_JARDINS,DECHETS_ORGANIQUES,AUTRE_DECHET,SHAPE.AREA,SHAPE.LEN
13-003,,46.19403,6.193907,Existante,En surface,Non renseigné,Chêne-bourg,"Rue jean-pelletier 6, Geneva		",,Gauche,Communal,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,3.58268928,7.673478709223959
36-005,,46.165331,6.112691,Existante,En surface,Sulo ext.,Plan-les-ouates,"Chemin du daru 15, Geneva	",Lu-ve 8h-20h di fermé,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/PLO/site_36-005.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,27.13124864,20.792019678064598
34-005,,46.192272,6.084268,Existante,En surface,Non renseigné,Onex,"Route de loex, Geneva	",8h-19h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,42.12850688,26.830718349117397
33-022,,46.225537,6.081839,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue lect, Geneva		",,Droite,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,6.45709824,10.6842311584142
12-005,,46.199227,6.18547,Existante,Enterrée,Molock,Chêne-bougeries,"Chemin de grange-falquet 9, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,,,,22.47426048,22.3372457245933
12-004,,46.20354,6.18694,Existante,Enterrée,Molock,Chêne-bougeries,"Chemin de l'eperon 40, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,17.89181952,16.9314524351052
12-007,,46.203058,6.19858,Existante,Enterrée,Bauer,Chêne-bougeries,"Chemin de-la-montagne, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,26.41543168,34.1805394838728
17-010,,46.213502,6.186061,Existante,En surface,Non renseigné,Cologny,"Chemin du tirage 9, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,,Oui,,,,,,,,,,,,,,,,59.25208064,33.2545956143661
44-018,,46.161253,6.147098,Existante,En surface,Non renseigné,Troinex,"Chemin emile-dusonchet, Geneva	",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,20.39169024,18.2787011206459
31-030,,46.189729,6.119801,Existante,Enterrée,Viliger,Lancy,"Place des ormeaux, Geneva	",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,25.54560512,27.633918973230298
08-013,,46.185124,6.138152,Existante,Enterrée,Villiger terriers,Carouge,"Rue des charmettes, Geneva		",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-013.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,32.74416128,37.2006466961577
09-014,,46.175182,6.02186,Existante,Enterrée,Villiger cu 150,Cartigny,"Rue du trabli 8, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.36781312,7.366214962913469
09-008,,46.206053,6.141339,Existante,Enterrée,Villiger cu 150,Cartigny,"Rue du temple 40, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.20487424,7.184689994855829
43-008,,46.197454,6.208275,Existante,Enterrée,Villiger,Thônex,"Route de jussy 39, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,Oui,,,,43.0225408,28.510483419271097
47-002,,46.288804,6.168433,Existante,En surface,Non renseigné,Versoix,"Chemin des graviers, Geneva	",,Droite,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,71.64121088,35.2056492915274
43-002,,46.193555,6.200958,Existante,En surface,Villiger,Thônex,"Place de graveson, Geneva		",,Gauche,Communal,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,7.6877824,11.4725244875397
43-004,,46.188692,6.197496,Existante,En surface,Villiger,Thônex,"Chemin du bois-des-arts 54, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,,99.24706304,50.159398889683004
25-002,,46.267335,6.1554,Existante,En surface,Non renseigné,Genthod,"Chemin de pralay, Geneva		",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,5.56040192,11.0944880439643
15-006,,46.271256,6.12461,Existante,Enterrée,Non renseigné,Collex-bossy,"Route de collex 195, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,38.88054272,27.4873995397849
11-002,,46.14157,5.9731,Existante,Enterrée,Villiger,Chancy,"Route de valleiry, Geneva		",,Gauche,Communal,,Oui,Oui,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,39.4461184,26.198295145748
03-009,,46.175332,5.993253,Existante,En surface,Non renseigné,Avully,"Chemin du chalet-du-bac, Geneva	",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,7.723007999999999,12.677874467133199
03-005,,46.168671,6.010319,Existante,En surface,Non renseigné,Avully,"Chemin des tanquons, Geneva		",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,6.37444096,12.2649921681852
26-007,,46.236886,6.12509,Existante,Enterrée,Non renseigné,Grand-saconnex,"Chemin alfred-betems, Geneva	",,Droite,Commnunal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,19.14994688,23.587405142035003
26-010,,46.232987,6.12805,Existante,Enterrée,Non renseigné,Grand-saconnex,"L'ancienne route 20, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,21.97028864,25.528290746707
32-003,,46.24542,6.231243,Existante,Enterrée,Non renseigné,Meinier,"Route de gy 28, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,,,,,27.62850304,22.897894274061397
39-001,,46.209024,6.233863,Existante,En surface,Non renseigné,Puplinge,"Chemin de la brennaz, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,Oui,,Type de déchet non communiqué,19.39079168,21.1038835626809
45-002,,46.226232,6.208687,Existante,Enterrée,Villiger,Vandoeuvres,"Route de meinier, Geneva	",,Gauche,Communal,,,,,,,,,,Oui,,,,,,,,,,,,Oui,,,,,22.4526336,25.0524560565854
26-013,,46.231022,6.1184,Existante,En surface,Non renseigné,Grand-saconnex,"Chemin edouard-sarasin, Geneva		",,Droite,Communal,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,18.99020288,24.0702903873687
06-013,,46.255028,6.141958,Existante,En surface,800lt,Bellevue,"Chemin de la roseliere 10, Geneva	",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,19.18205952,17.816756858446297
06-021,,46.252753,6.145977,Existante,En surface,800lt,Bellevue,"Avenue de-senarclens 2, Geneva		",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,8.47069184,14.3268913593484
33-026,,46.236259,6.089428,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin de la citadelle, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,,,24.19359744,28.815360219072097
33-025,,46.233093,6.082166,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue des boudines 6, Geneva		",,Droite,Communal,,Oui,Oui,,,,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,19.6091904,22.100548291652398
46-012,,46.203429,6.096394,Existante,En surface,Non renseigné,Vernier,"Place du lignon 29, Geneva	",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,35.4598912,23.820999948790302
12-003,,46.184512,6.174488,Existante,Enterrée,Molock,Chêne-bougeries,"Route de florissant 179, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,17.74583808,20.5332954806653
12-008,,46.19704,6.19101,Existante,Enterrée,Molock,Chêne-bougeries,"Chemin du pont-de-ville, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,6.09916928,11.3342940711552
17-013,,46.235483,6.192629,Existante,En surface,Non renseigné,Cologny,"Chemin des pecheurs, Geneva	",,Gauche,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,5.23829248,13.208690165555499
44-017,,46.16031,6.148454,Existante,En surface,Non renseigné,Troinex,"Place de la mairie, Geneva 	",,Gauche,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,1.25771776,4.78554012285293
44-009,,46.162099,6.145859,Existante,En surface,Non renseigné,Troinex,"Chemin lullin 9, Geneva	",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,10.70317568,13.3832637939053
34-003,,46.186657,6.097702,Existante,Enterrée,Villiger (vilaro 95),Onex,"Francois-chavaz 62, Geneva",8h-19h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,,Oui,,32.51175424,23.986177092826697
08-010,,46.198392,6.142296,Existante,En surface,Villiger,Carouge,"Route de drize 22, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-010.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,46.79098368,40.7896311426406
09-015,,46.174604,6.023313,Existante,Enterrée,Villiger cu 150,Cartigny,"Route du moulin-de-la-ratte 200, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.14605568,7.11990146210297
35-003,,46.168298,6.101887,Existante,En surface,Non renseigné,Perly-certoux,"Route de base, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Perly/site_35-003.JPG,,,,,,,,,,Oui,,,,,,,,,,,,,,,,4.86641664,8.836935261989531
48-012,,46.167579,6.18405,Existante,En surface,Non renseigné,Veyrier,"Route de veyrier 265, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-012.JPG,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,17.08032,29.2492917362554
43-015,,46.194633,6.203752,Existante,Enterrée,Villiger,Thônex,"Chemin de marcelly 10, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,28.36365312,21.8354527615517
43-010,,46.192165,6.205143,Existante,En surface,Villiger,Thônex,"Route de geneve 148, Geneva	",,Gauche,Communal,,Oui,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,9.1168768,15.2620753558472
15-003,,46.266909,6.125293,Existante,Enterrée,Non renseigné,Collex-bossy,"Route de vireloup 18, Geneva",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,,,,,23.06039808,19.488310496243297
26-008,,46.227812,6.111482,Existante,Enterrée,Non renseigné,Grand-saconnex,"Le jonc, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,17.539072,21.1610073304912
26-005,,46.224038,6.115365,Existante,En surface,Non renseigné,Grand-saconnex,"Chemin des massettes, Geneva	",,Droite,Communal,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,2.82247168,6.735050669445629
31-046,,46.185917,6.114275,Existante,En surface,,Lancy,"Vieux-chemin-d'onex 12, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41895424,10.7705038721378
03-002,,46.169132,5.999251,Existante,En surface,Non renseigné,Avully,"Route du moulin-roget 18, Geneva	",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,8.26785792,12.469469634531901
48-024,,46.16691,6.18299,Existante,Enterrée,Non renseigné,Veyrier,"Avenue du grand-saleve 13, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-024.JPG,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,7.67688704,11.7482796287887
34-006,,46.179452,6.10464,Existante,Enterrée,Villiger (vilaro 95),Onex,"Route du grand-lancy 155, Geneva",8h-19h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,23.72021248,21.5238522086776
31-029,,46.201823,6.145704,Existante,En surface,Sulo,Lancy,"Route du grand-lancy, Geneva",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,29.5616512,22.5771907553513
08-014,,46.191,6.1398,Existante,En surface,Villiger,Carouge,"Quai du cheval-blanc, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-014.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,52.51694592,32.0892996778345
47-006,,46.281657,6.164208,Existante,En surface,Non renseigné,Versoix,"Avenue adrien-lachenal, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,,,,,,,,,,,,,,,,,27.55182592,30.368479839935798
08-002,,46.17908,6.14826,Existante,En surface,Villiger,Carouge,"Chemin charles-poluzzi, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-002.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,36.81255424,25.8280181168969
48-010,,46.165997,6.179233,Existante,En surface,Non renseigné,Veyrier,"Chemin des rasses 81, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-010.JPG,Oui,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,78.65008128,41.559330416496394
01-013,,46.184942,6.04328,Existante,Enterrée,Villiger,Aire-la-ville,"Chemin de treulaz, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,25.09963264,20.629385538447
33-018,,46.229209,6.079513,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue de la prulay 30, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,24.4924416,28.4996715532215
09-005,,46.174362,6.020275,Existante,Enterrée,Villiger cu 150,Cartigny,"Rue du trabli 31, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,,Oui,,Oui,,4.74112,8.77196073653639
09-004,,46.174043,6.019026,Existante,Enterrée,Villiger cu 150,Cartigny,"Rue du trabli 34, Geneva	",,Gauche,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,4.55303168,8.73490774540126
43-007,,46.17946,6.11915,Existante,En surface,Villiger,Thônex,"Chemin des mesanges, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,6.5081344,11.4540000283668
47-001,,46.283482,6.140739,Existante,En surface,Non renseigné,Versoix,"Route de richelien, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,17.7086976,22.424074327506
26-001,,46.22771,6.118967,Existante,Enterrée,Non renseigné,Grand-saconnex,"Rue alberto-giacometti, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,34.14716416,23.3908310606593
46-013,,46.200517,6.10099,Existante,En surface,Non renseigné,Vernier,"Chemin du grand-champ, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,,,56.45090816,30.666239070364796
11-008,,46.14785,5.96889,Existante,Enterrée,Villiger,Chancy,"Chemin de carres, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,6.44816896,10.1623931485047
04-003,,46.150943,5.992508,Existante,Enterrée,Non renseigné,Avusy,"Chemin du cannelet 79, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,32.74162176,32.28439833142819
33-015,,46.23169,6.075498,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Avenue de vaudagne 20, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,5.75340544,9.59948982814494
33-002,,46.231953,6.083364,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Avenue de feuillasse 23, Geneva",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,33.78601984,23.7959278970323
46-010,,46.213808,6.112677,Existante,En surface,Non renseigné,Vernier,"Chemin de maisonneuve, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,,,18.24423936,18.838315836931397
17-004,,46.214683,6.190311,Existante,En surface,Non renseigné,Cologny,"Chemin de planta 57, Geneva	",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,7.89266432,18.9243436819411
48-011,,46.171728,6.147552,Existante,En surface,Non renseigné,Veyrier,"Chemin des bouvreuils 8, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-011.JPG,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,8.52836352,15.5594139937112
34-004,,46.198392,6.142296,Existante,Enterrée,Villiger (vilaro 95),Onex,"Place du 150eme, Geneva",8h-19h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,,Oui,,61.07201536,35.149743472409604
02-002,,46.277227,6.224023,Existante,Enterrée,Villiger,Anières,"Route d'hermance 320, Geneva",8h-19h sauf dimanche et jours fériers,Gauche,Communal,,Oui,Oui,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,26.8797952,34.43339099792539
33-003,,46.224758,6.070629,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin du vieux-bureau 94, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,,,,,,,,,,,,Oui,Oui,Oui,,,17.75058944,21.7794255209811
09-019,,46.175156,6.023841,Existante,Enterrée,Villiger cu 150,Cartigny,"Route du moulin-de-la-ratte 126, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,4.72768512,8.76387845469062
45-001,,46.222047,6.203013,Existante,Enterrée,Villiger,Vandoeuvres,"Route de meinier 8, Geneva",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,4.15842304,8.54174840224025
43-003,,46.190058,6.203273,Existante,En surface,Villiger,Thônex,"Ch. edouard-olivet 18, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,Oui,,11.9975936,20.1781946772138
43-014,,46.185104,6.197114,Existante,En surface,Villiger,Thônex,"Chemin des cypres, Geneva",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,31.0296576,29.814108979789196
43-013,,46.182077,6.1847,Existante,En surface,Villiger,Thônex,"Route de-rossillon, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,31.1197696,24.4402290855319
47-009,,46.29212,6.164689,Existante,En surface,Non renseigné,Versoix,"Grand-monfleury 54, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,39.10336512,25.7122958224439
47-010,,46.279548,6.16704,Existante,En surface,Non renseigné,Versoix,"Rampe de la gare, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,,,,,,,,,,,,,,,,,37.39222016,25.1171947995392
47-005,,46.271686,6.139981,Existante,En surface,Non renseigné,Versoix,"Route des fayards, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,39.03193088,34.7489727167115
11-006,,46.192948,6.175044,Existante,Enterrée,Villiger,Chancy,"Chemin des bouveries  2, Geneva	",,Gauche,Communal,,Oui,Oui,,Oui,,,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,Oui,,,Oui,Oui,Oui,,B ranches,50.64818688,33.4134526585366
11-003,,46.198392,6.142296,Existante,Enterrée,Villiger,Chancy,"Chemin de la malott, Geneva",,Gauche,Communal,,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,Oui,Oui,,,,17.89755392,19.338553295661097
03-013,,46.167063,6.004951,Existante,En surface,Non renseigné,Avully,"Route d'avully 23, Geneva",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,19.39570688,17.8801849082748
01-007,,46.193262,6.042181,Existante,Enterrée,Villiger,Aire-la-ville,"Chemin des cressonnex 26, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,7.02775296,11.3441600588622
01-004,,46.193838,6.041532,Existante,Enterrée,Villiger,Aire-la-ville,"Route de verbois 11, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,8.28686336,12.3556348496555
41-013,,46.224962,6.038576,Existante,En surface,Non renseigné,Satigny,"Route de bourdigny, Geneva",,Droite,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,5.25590528,9.960119783586368
33-010,,46.226194,6.069097,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue virginio-malnati, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,33.22740736,34.9955119505455
17-002,,46.202975,6.172615,Existante,En surface,Non renseigné,Cologny,"Chemin frank-thomas, Geneva	",,Gauche,Communal,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,4.68742144,8.661364595059428
48-016,,46.164914,6.184694,Existante,En surface,Non renseigné,Veyrier,"Chemin ernest- pisteur 2, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-016.JPG,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,1.3467955200000001,4.760137564202279
48-020,,46.162267,6.178224,Existante,Enterrée,Non renseigné,Veyrier,"Route des tournettes 2, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-020.JPG,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,38.7350528,27.599216760275798
48-002,,46.169232,6.15914,Existante,En surface,Non renseigné,Veyrier,"Chemin de chantefleur, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-002.JPG,Oui,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,9.83646208,17.3021504574
31-017,,46.178585,6.123281,Existante,En surface,Viliger,Lancy,"Chemin des rambossons 27, Geneva",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,9.37271296,15.2568224136306
31-018,,46.196934,6.114369,Existante,En surface,Viliger,Lancy,"Route de saint-georges 83, Geneva",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,,,,,,,,,,,,,,,,,26.38659584,28.2998206974151
33-059,,46.228004,6.079402,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue gilbert 2, Geneva",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,25.26969856,29.0052904109218
09-010,,46.174422,6.01925,Existante,Enterrée,Villiger cu 150,Cartigny,"Rue des trois-fontaines 14, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,8.474624,11.7895604356502
47-011,,46.28521,6.165474,Existante,En surface,Non renseigné,Versoix,"Route de suisse 97, Geneva",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,62.62751232,31.171655755277698
47-004,,46.280486,6.161737,Existante,En surface,Non renseigné,Versoix,"Route de saint-loup 14, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Carton,161.60587776,55.80253101114089
15-007,,46.272211,6.122571,Existante,En surface,Non renseigné,Colley-bossy,"Chemin des houchettes, Geneva	",,Droite,Communal,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,113.66957056,42.762314913970194
46-016,,46.205227,6.103594,Existante,,Non renseigné,Vernier,"Rue de la coupe gordon-bennett, Geneva	",,Droite,Communal,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6227584,29.534406952801096
11-007,,46.148069,5.969206,Existante,Enterrée,Villiger,Chancy,"Chemin des carres 5, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,6.47481344,10.178600006635001
30-001,,46.165921,6.043322,Existante,Enterrée,Terriers,Laconnex,"Avenue de cavoitanne, Geneva",Lu-sa sauf dimanche,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,Oui,,,28.89662464,24.3831279179927
40-003,,46.194889,6.007034,Existante,En surface,Non renseigné,Russin,"Route des molards, Geneva	",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,5.5943168,12.7308989837978
40-005,,46.187635,6.013913,Existante,En surface,Non renseigné,Russin,"Chemin des christophes 13, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,"Accus, cart. impr. lampes éco.",32.14835712,39.09135478913439
41-012,,46.21378,6.033987,Existante,Enterrée,Non renseigné,Satigny,"Rue des etourneaux, Geneva	",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,14.2934016,15.1894841926673
33-027,,46.226168,6.107331,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin du jonc 4, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,Oui,Oui,Oui,,,,,,,,,Oui,Oui,Oui,Oui,,18.62238208,21.3336758214342
